Product_ID,Product_Name,Category,Price,Units_Sold,Date,Branch
1001,iPhone 13,Mobile,25000,16,2023-01-01,Alexandria
1002,Dell XPS 15,Laptop,35000,17,2023-01-01,Cairo
1003,Samsung A52,Mobile,15000,27,2023-01-01,Cairo
1004,Lenovo Legion 5,Laptop,30000,19,2023-01-01,Alexandria
1005,iPad Air,Tablet,18000,17,2023-01-01,Giza
1006,HP Pavilion,Laptop,22000,23,2023-01-01,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,20,2023-01-01,Giza
1008,Microsoft Surface,Tablet,28000,25,2023-01-01,Giza
1001,iPhone 13,Mobile,25000,19,2023-01-08,Giza
1002,Dell XPS 15,Laptop,35000,7,2023-01-08,Giza
1003,Samsung A52,Mobile,15000,26,2023-01-08,Cairo
1004,Lenovo Legion 5,Laptop,30000,25,2023-01-08,Cairo
1005,iPad Air,Tablet,18000,3,2023-01-08,Alexandria
1006,HP Pavilion,Laptop,22000,22,2023-01-08,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,14,2023-01-08,Giza
1008,Microsoft Surface,Tablet,28000,21,2023-01-08,Cairo
1001,iPhone 13,Mobile,25000,24,2023-01-15,Alexandria
1002,Dell XPS 15,Laptop,35000,20,2023-01-15,Giza
1003,Samsung A52,Mobile,15000,9,2023-01-15,Cairo
1004,Lenovo Legion 5,Laptop,30000,0,2023-01-15,Giza
1005,iPad Air,Tablet,18000,5,2023-01-15,Cairo
1006,HP Pavilion,Laptop,22000,28,2023-01-15,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,13,2023-01-15,Giza
1008,Microsoft Surface,Tablet,28000,0,2023-01-15,Cairo
1001,iPhone 13,Mobile,25000,10,2023-01-22,Cairo
1002,Dell XPS 15,Laptop,35000,10,2023-01-22,Cairo
1003,Samsung A52,Mobile,15000,29,2023-01-22,Alexandria
1004,Lenovo Legion 5,Laptop,30000,17,2023-01-22,Alexandria
1005,iPad Air,Tablet,18000,9,2023-01-22,Cairo
1006,HP Pavilion,Laptop,22000,0,2023-01-22,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,20,2023-01-22,Alexandria
1008,Microsoft Surface,Tablet,28000,10,2023-01-22,Giza
1001,iPhone 13,Mobile,25000,26,2023-01-29,Giza
1002,Dell XPS 15,Laptop,35000,27,2023-01-29,Alexandria
1003,Samsung A52,Mobile,15000,5,2023-01-29,Alexandria
1004,Lenovo Legion 5,Laptop,30000,21,2023-01-29,Cairo
1005,iPad Air,Tablet,18000,15,2023-01-29,Cairo
1006,HP Pavilion,Laptop,22000,15,2023-01-29,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,30,2023-01-29,Cairo
1008,Microsoft Surface,Tablet,28000,9,2023-01-29,Alexandria
1001,iPhone 13,Mobile,25000,28,2023-02-05,Giza
1002,Dell XPS 15,Laptop,35000,4,2023-02-05,Cairo
1003,Samsung A52,Mobile,15000,12,2023-02-05,Alexandria
1004,Lenovo Legion 5,Laptop,30000,8,2023-02-05,Alexandria
1005,iPad Air,Tablet,18000,28,2023-02-05,Alexandria
1006,HP Pavilion,Laptop,22000,2,2023-02-05,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,18,2023-02-05,Cairo
1008,Microsoft Surface,Tablet,28000,7,2023-02-05,Cairo
1001,iPhone 13,Mobile,25000,29,2023-02-12,Cairo
1002,Dell XPS 15,Laptop,35000,16,2023-02-12,Alexandria
1003,Samsung A52,Mobile,15000,13,2023-02-12,Alexandria
1004,Lenovo Legion 5,Laptop,30000,27,2023-02-12,Giza
1005,iPad Air,Tablet,18000,20,2023-02-12,Giza
1006,HP Pavilion,Laptop,22000,11,2023-02-12,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,2,2023-02-12,Alexandria
1008,Microsoft Surface,Tablet,28000,2,2023-02-12,Cairo
1001,iPhone 13,Mobile,25000,7,2023-02-19,Giza
1002,Dell XPS 15,Laptop,35000,15,2023-02-19,Giza
1003,Samsung A52,Mobile,15000,23,2023-02-19,Cairo
1004,Lenovo Legion 5,Laptop,30000,23,2023-02-19,Cairo
1005,iPad Air,Tablet,18000,10,2023-02-19,Alexandria
1006,HP Pavilion,Laptop,22000,1,2023-02-19,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,2,2023-02-19,Cairo
1008,Microsoft Surface,Tablet,28000,18,2023-02-19,Alexandria
1001,iPhone 13,Mobile,25000,29,2023-02-26,Alexandria
1002,Dell XPS 15,Laptop,35000,17,2023-02-26,Alexandria
1003,Samsung A52,Mobile,15000,8,2023-02-26,Alexandria
1004,Lenovo Legion 5,Laptop,30000,18,2023-02-26,Alexandria
1005,iPad Air,Tablet,18000,5,2023-02-26,Alexandria
1006,HP Pavilion,Laptop,22000,19,2023-02-26,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,19,2023-02-26,Giza
1008,Microsoft Surface,Tablet,28000,6,2023-02-26,Cairo
1001,iPhone 13,Mobile,25000,28,2023-03-05,Cairo
1002,Dell XPS 15,Laptop,35000,12,2023-03-05,Cairo
1003,Samsung A52,Mobile,15000,6,2023-03-05,Cairo
1004,Lenovo Legion 5,Laptop,30000,26,2023-03-05,Alexandria
1005,iPad Air,Tablet,18000,4,2023-03-05,Alexandria
1006,HP Pavilion,Laptop,22000,7,2023-03-05,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,3,2023-03-05,Giza
1008,Microsoft Surface,Tablet,28000,3,2023-03-05,Giza
1001,iPhone 13,Mobile,25000,18,2023-03-12,Giza
1002,Dell XPS 15,Laptop,35000,4,2023-03-12,Cairo
1003,Samsung A52,Mobile,15000,3,2023-03-12,Giza
1004,Lenovo Legion 5,Laptop,30000,30,2023-03-12,Cairo
1005,iPad Air,Tablet,18000,7,2023-03-12,Alexandria
1006,HP Pavilion,Laptop,22000,6,2023-03-12,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,8,2023-03-12,Cairo
1008,Microsoft Surface,Tablet,28000,1,2023-03-12,Alexandria
1001,iPhone 13,Mobile,25000,24,2023-03-19,Giza
1002,Dell XPS 15,Laptop,35000,2,2023-03-19,Giza
1003,Samsung A52,Mobile,15000,12,2023-03-19,Giza
1004,Lenovo Legion 5,Laptop,30000,30,2023-03-19,Giza
1005,iPad Air,Tablet,18000,26,2023-03-19,Alexandria
1006,HP Pavilion,Laptop,22000,27,2023-03-19,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,3,2023-03-19,Giza
1008,Microsoft Surface,Tablet,28000,26,2023-03-19,Giza
1001,iPhone 13,Mobile,25000,14,2023-03-26,Giza
1002,Dell XPS 15,Laptop,35000,22,2023-03-26,Cairo
1003,Samsung A52,Mobile,15000,0,2023-03-26,Giza
1004,Lenovo Legion 5,Laptop,30000,28,2023-03-26,Cairo
1005,iPad Air,Tablet,18000,23,2023-03-26,Cairo
1006,HP Pavilion,Laptop,22000,21,2023-03-26,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,1,2023-03-26,Alexandria
1008,Microsoft Surface,Tablet,28000,20,2023-03-26,Alexandria
1001,iPhone 13,Mobile,25000,1,2023-04-02,Alexandria
1002,Dell XPS 15,Laptop,35000,5,2023-04-02,Alexandria
1003,Samsung A52,Mobile,15000,9,2023-04-02,Cairo
1004,Lenovo Legion 5,Laptop,30000,23,2023-04-02,Giza
1005,iPad Air,Tablet,18000,2,2023-04-02,Giza
1006,HP Pavilion,Laptop,22000,0,2023-04-02,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,27,2023-04-02,Alexandria
1008,Microsoft Surface,Tablet,28000,24,2023-04-02,Alexandria
1001,iPhone 13,Mobile,25000,15,2023-04-09,Giza
1002,Dell XPS 15,Laptop,35000,20,2023-04-09,Alexandria
1003,Samsung A52,Mobile,15000,23,2023-04-09,Giza
1004,Lenovo Legion 5,Laptop,30000,3,2023-04-09,Cairo
1005,iPad Air,Tablet,18000,14,2023-04-09,Cairo
1006,HP Pavilion,Laptop,22000,5,2023-04-09,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,8,2023-04-09,Alexandria
1008,Microsoft Surface,Tablet,28000,20,2023-04-09,Cairo
1001,iPhone 13,Mobile,25000,1,2023-04-16,Giza
1002,Dell XPS 15,Laptop,35000,1,2023-04-16,Alexandria
1003,Samsung A52,Mobile,15000,2,2023-04-16,Giza
1004,Lenovo Legion 5,Laptop,30000,18,2023-04-16,Alexandria
1005,iPad Air,Tablet,18000,23,2023-04-16,Cairo
1006,HP Pavilion,Laptop,22000,13,2023-04-16,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,23,2023-04-16,Alexandria
1008,Microsoft Surface,Tablet,28000,11,2023-04-16,Alexandria
1001,iPhone 13,Mobile,25000,13,2023-04-23,Alexandria
1002,Dell XPS 15,Laptop,35000,1,2023-04-23,Giza
1003,Samsung A52,Mobile,15000,0,2023-04-23,Alexandria
1004,Lenovo Legion 5,Laptop,30000,11,2023-04-23,Giza
1005,iPad Air,Tablet,18000,4,2023-04-23,Alexandria
1006,HP Pavilion,Laptop,22000,25,2023-04-23,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,12,2023-04-23,Alexandria
1008,Microsoft Surface,Tablet,28000,27,2023-04-23,Alexandria
1001,iPhone 13,Mobile,25000,4,2023-04-30,Giza
1002,Dell XPS 15,Laptop,35000,4,2023-04-30,Alexandria
1003,Samsung A52,Mobile,15000,5,2023-04-30,Cairo
1004,Lenovo Legion 5,Laptop,30000,10,2023-04-30,Alexandria
1005,iPad Air,Tablet,18000,21,2023-04-30,Alexandria
1006,HP Pavilion,Laptop,22000,23,2023-04-30,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,10,2023-04-30,Cairo
1008,Microsoft Surface,Tablet,28000,10,2023-04-30,Alexandria
1001,iPhone 13,Mobile,25000,28,2023-05-07,Giza
1002,Dell XPS 15,Laptop,35000,16,2023-05-07,Alexandria
1003,Samsung A52,Mobile,15000,24,2023-05-07,Giza
1004,Lenovo Legion 5,Laptop,30000,25,2023-05-07,Giza
1005,iPad Air,Tablet,18000,19,2023-05-07,Alexandria
1006,HP Pavilion,Laptop,22000,17,2023-05-07,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,15,2023-05-07,Giza
1008,Microsoft Surface,Tablet,28000,7,2023-05-07,Giza
1001,iPhone 13,Mobile,25000,5,2023-05-14,Cairo
1002,Dell XPS 15,Laptop,35000,19,2023-05-14,Cairo
1003,Samsung A52,Mobile,15000,22,2023-05-14,Giza
1004,Lenovo Legion 5,Laptop,30000,9,2023-05-14,Cairo
1005,iPad Air,Tablet,18000,16,2023-05-14,Cairo
1006,HP Pavilion,Laptop,22000,29,2023-05-14,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,7,2023-05-14,Giza
1008,Microsoft Surface,Tablet,28000,16,2023-05-14,Cairo
1001,iPhone 13,Mobile,25000,28,2023-05-21,Alexandria
1002,Dell XPS 15,Laptop,35000,30,2023-05-21,Alexandria
1003,Samsung A52,Mobile,15000,15,2023-05-21,Cairo
1004,Lenovo Legion 5,Laptop,30000,27,2023-05-21,Cairo
1005,iPad Air,Tablet,18000,21,2023-05-21,Giza
1006,HP Pavilion,Laptop,22000,9,2023-05-21,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,15,2023-05-21,Cairo
1008,Microsoft Surface,Tablet,28000,24,2023-05-21,Giza
1001,iPhone 13,Mobile,25000,23,2023-05-28,Giza
1002,Dell XPS 15,Laptop,35000,17,2023-05-28,Alexandria
1003,Samsung A52,Mobile,15000,19,2023-05-28,Cairo
1004,Lenovo Legion 5,Laptop,30000,10,2023-05-28,Cairo
1005,iPad Air,Tablet,18000,27,2023-05-28,Cairo
1006,HP Pavilion,Laptop,22000,29,2023-05-28,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,27,2023-05-28,Alexandria
1008,Microsoft Surface,Tablet,28000,29,2023-05-28,Giza
1001,iPhone 13,Mobile,25000,10,2023-06-04,Giza
1002,Dell XPS 15,Laptop,35000,11,2023-06-04,Alexandria
1003,Samsung A52,Mobile,15000,0,2023-06-04,Cairo
1004,Lenovo Legion 5,Laptop,30000,26,2023-06-04,Cairo
1005,iPad Air,Tablet,18000,9,2023-06-04,Alexandria
1006,HP Pavilion,Laptop,22000,18,2023-06-04,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,29,2023-06-04,Alexandria
1008,Microsoft Surface,Tablet,28000,2,2023-06-04,Cairo
1001,iPhone 13,Mobile,25000,10,2023-06-11,Alexandria
1002,Dell XPS 15,Laptop,35000,5,2023-06-11,Cairo
1003,Samsung A52,Mobile,15000,16,2023-06-11,Cairo
1004,Lenovo Legion 5,Laptop,30000,12,2023-06-11,Alexandria
1005,iPad Air,Tablet,18000,3,2023-06-11,Giza
1006,HP Pavilion,Laptop,22000,22,2023-06-11,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,8,2023-06-11,Cairo
1008,Microsoft Surface,Tablet,28000,0,2023-06-11,Cairo
1001,iPhone 13,Mobile,25000,5,2023-06-18,Alexandria
1002,Dell XPS 15,Laptop,35000,4,2023-06-18,Giza
1003,Samsung A52,Mobile,15000,25,2023-06-18,Giza
1004,Lenovo Legion 5,Laptop,30000,11,2023-06-18,Giza
1005,iPad Air,Tablet,18000,24,2023-06-18,Cairo
1006,HP Pavilion,Laptop,22000,3,2023-06-18,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,27,2023-06-18,Giza
1008,Microsoft Surface,Tablet,28000,30,2023-06-18,Cairo
1001,iPhone 13,Mobile,25000,16,2023-06-25,Giza
1002,Dell XPS 15,Laptop,35000,10,2023-06-25,Alexandria
1003,Samsung A52,Mobile,15000,2,2023-06-25,Alexandria
1004,Lenovo Legion 5,Laptop,30000,3,2023-06-25,Alexandria
1005,iPad Air,Tablet,18000,30,2023-06-25,Giza
1006,HP Pavilion,Laptop,22000,5,2023-06-25,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,8,2023-06-25,Giza
1008,Microsoft Surface,Tablet,28000,30,2023-06-25,Alexandria
1001,iPhone 13,Mobile,25000,16,2023-07-02,Cairo
1002,Dell XPS 15,Laptop,35000,15,2023-07-02,Giza
1003,Samsung A52,Mobile,15000,4,2023-07-02,Giza
1004,Lenovo Legion 5,Laptop,30000,7,2023-07-02,Cairo
1005,iPad Air,Tablet,18000,8,2023-07-02,Giza
1006,HP Pavilion,Laptop,22000,15,2023-07-02,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,5,2023-07-02,Cairo
1008,Microsoft Surface,Tablet,28000,9,2023-07-02,Alexandria
1001,iPhone 13,Mobile,25000,10,2023-07-09,Giza
1002,Dell XPS 15,Laptop,35000,18,2023-07-09,Giza
1003,Samsung A52,Mobile,15000,28,2023-07-09,Alexandria
1004,Lenovo Legion 5,Laptop,30000,18,2023-07-09,Alexandria
1005,iPad Air,Tablet,18000,12,2023-07-09,Giza
1006,HP Pavilion,Laptop,22000,6,2023-07-09,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,23,2023-07-09,Alexandria
1008,Microsoft Surface,Tablet,28000,25,2023-07-09,Giza
1001,iPhone 13,Mobile,25000,16,2023-07-16,Alexandria
1002,Dell XPS 15,Laptop,35000,19,2023-07-16,Giza
1003,Samsung A52,Mobile,15000,19,2023-07-16,Cairo
1004,Lenovo Legion 5,Laptop,30000,8,2023-07-16,Giza
1005,iPad Air,Tablet,18000,14,2023-07-16,Cairo
1006,HP Pavilion,Laptop,22000,10,2023-07-16,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,1,2023-07-16,Cairo
1008,Microsoft Surface,Tablet,28000,24,2023-07-16,Cairo
1001,iPhone 13,Mobile,25000,9,2023-07-23,Cairo
1002,Dell XPS 15,Laptop,35000,29,2023-07-23,Cairo
1003,Samsung A52,Mobile,15000,23,2023-07-23,Giza
1004,Lenovo Legion 5,Laptop,30000,21,2023-07-23,Cairo
1005,iPad Air,Tablet,18000,12,2023-07-23,Cairo
1006,HP Pavilion,Laptop,22000,1,2023-07-23,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,26,2023-07-23,Giza
1008,Microsoft Surface,Tablet,28000,7,2023-07-23,Giza
1001,iPhone 13,Mobile,25000,4,2023-07-30,Cairo
1002,Dell XPS 15,Laptop,35000,10,2023-07-30,Alexandria
1003,Samsung A52,Mobile,15000,17,2023-07-30,Giza
1004,Lenovo Legion 5,Laptop,30000,27,2023-07-30,Cairo
1005,iPad Air,Tablet,18000,25,2023-07-30,Giza
1006,HP Pavilion,Laptop,22000,7,2023-07-30,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,27,2023-07-30,Cairo
1008,Microsoft Surface,Tablet,28000,6,2023-07-30,Giza
1001,iPhone 13,Mobile,25000,5,2023-08-06,Cairo
1002,Dell XPS 15,Laptop,35000,11,2023-08-06,Cairo
1003,Samsung A52,Mobile,15000,27,2023-08-06,Giza
1004,Lenovo Legion 5,Laptop,30000,8,2023-08-06,Cairo
1005,iPad Air,Tablet,18000,24,2023-08-06,Alexandria
1006,HP Pavilion,Laptop,22000,16,2023-08-06,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,9,2023-08-06,Cairo
1008,Microsoft Surface,Tablet,28000,3,2023-08-06,Alexandria
1001,iPhone 13,Mobile,25000,21,2023-08-13,Cairo
1002,Dell XPS 15,Laptop,35000,29,2023-08-13,Giza
1003,Samsung A52,Mobile,15000,20,2023-08-13,Alexandria
1004,Lenovo Legion 5,Laptop,30000,4,2023-08-13,Cairo
1005,iPad Air,Tablet,18000,18,2023-08-13,Alexandria
1006,HP Pavilion,Laptop,22000,19,2023-08-13,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,12,2023-08-13,Cairo
1008,Microsoft Surface,Tablet,28000,0,2023-08-13,Cairo
1001,iPhone 13,Mobile,25000,2,2023-08-20,Giza
1002,Dell XPS 15,Laptop,35000,2,2023-08-20,Alexandria
1003,Samsung A52,Mobile,15000,10,2023-08-20,Cairo
1004,Lenovo Legion 5,Laptop,30000,13,2023-08-20,Alexandria
1005,iPad Air,Tablet,18000,5,2023-08-20,Cairo
1006,HP Pavilion,Laptop,22000,5,2023-08-20,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,3,2023-08-20,Cairo
1008,Microsoft Surface,Tablet,28000,12,2023-08-20,Giza
1001,iPhone 13,Mobile,25000,6,2023-08-27,Alexandria
1002,Dell XPS 15,Laptop,35000,29,2023-08-27,Cairo
1003,Samsung A52,Mobile,15000,14,2023-08-27,Giza
1004,Lenovo Legion 5,Laptop,30000,27,2023-08-27,Cairo
1005,iPad Air,Tablet,18000,28,2023-08-27,Alexandria
1006,HP Pavilion,Laptop,22000,23,2023-08-27,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,25,2023-08-27,Cairo
1008,Microsoft Surface,Tablet,28000,17,2023-08-27,Giza
1001,iPhone 13,Mobile,25000,17,2023-09-03,Alexandria
1002,Dell XPS 15,Laptop,35000,18,2023-09-03,Giza
1003,Samsung A52,Mobile,15000,19,2023-09-03,Giza
1004,Lenovo Legion 5,Laptop,30000,24,2023-09-03,Giza
1005,iPad Air,Tablet,18000,1,2023-09-03,Alexandria
1006,HP Pavilion,Laptop,22000,10,2023-09-03,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,10,2023-09-03,Alexandria
1008,Microsoft Surface,Tablet,28000,9,2023-09-03,Alexandria
1001,iPhone 13,Mobile,25000,24,2023-09-10,Giza
1002,Dell XPS 15,Laptop,35000,17,2023-09-10,Cairo
1003,Samsung A52,Mobile,15000,12,2023-09-10,Giza
1004,Lenovo Legion 5,Laptop,30000,16,2023-09-10,Giza
1005,iPad Air,Tablet,18000,13,2023-09-10,Alexandria
1006,HP Pavilion,Laptop,22000,7,2023-09-10,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,5,2023-09-10,Giza
1008,Microsoft Surface,Tablet,28000,23,2023-09-10,Giza
1001,iPhone 13,Mobile,25000,18,2023-09-17,Alexandria
1002,Dell XPS 15,Laptop,35000,1,2023-09-17,Cairo
1003,Samsung A52,Mobile,15000,14,2023-09-17,Alexandria
1004,Lenovo Legion 5,Laptop,30000,6,2023-09-17,Giza
1005,iPad Air,Tablet,18000,7,2023-09-17,Alexandria
1006,HP Pavilion,Laptop,22000,2,2023-09-17,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,15,2023-09-17,Giza
1008,Microsoft Surface,Tablet,28000,0,2023-09-17,Giza
1001,iPhone 13,Mobile,25000,20,2023-09-24,Giza
1002,Dell XPS 15,Laptop,35000,8,2023-09-24,Giza
1003,Samsung A52,Mobile,15000,2,2023-09-24,Cairo
1004,Lenovo Legion 5,Laptop,30000,21,2023-09-24,Giza
1005,iPad Air,Tablet,18000,30,2023-09-24,Alexandria
1006,HP Pavilion,Laptop,22000,16,2023-09-24,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,13,2023-09-24,Giza
1008,Microsoft Surface,Tablet,28000,23,2023-09-24,Giza
1001,iPhone 13,Mobile,25000,13,2023-10-01,Giza
1002,Dell XPS 15,Laptop,35000,5,2023-10-01,Giza
1003,Samsung A52,Mobile,15000,14,2023-10-01,Alexandria
1004,Lenovo Legion 5,Laptop,30000,11,2023-10-01,Cairo
1005,iPad Air,Tablet,18000,18,2023-10-01,Giza
1006,HP Pavilion,Laptop,22000,15,2023-10-01,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,18,2023-10-01,Alexandria
1008,Microsoft Surface,Tablet,28000,4,2023-10-01,Giza
1001,iPhone 13,Mobile,25000,8,2023-10-08,Alexandria
1002,Dell XPS 15,Laptop,35000,24,2023-10-08,Cairo
1003,Samsung A52,Mobile,15000,12,2023-10-08,Alexandria
1004,Lenovo Legion 5,Laptop,30000,17,2023-10-08,Cairo
1005,iPad Air,Tablet,18000,23,2023-10-08,Cairo
1006,HP Pavilion,Laptop,22000,8,2023-10-08,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,5,2023-10-08,Alexandria
1008,Microsoft Surface,Tablet,28000,16,2023-10-08,Cairo
1001,iPhone 13,Mobile,25000,3,2023-10-15,Giza
1002,Dell XPS 15,Laptop,35000,4,2023-10-15,Giza
1003,Samsung A52,Mobile,15000,12,2023-10-15,Cairo
1004,Lenovo Legion 5,Laptop,30000,15,2023-10-15,Giza
1005,iPad Air,Tablet,18000,16,2023-10-15,Alexandria
1006,HP Pavilion,Laptop,22000,28,2023-10-15,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,0,2023-10-15,Giza
1008,Microsoft Surface,Tablet,28000,24,2023-10-15,Cairo
1001,iPhone 13,Mobile,25000,22,2023-10-22,Cairo
1002,Dell XPS 15,Laptop,35000,4,2023-10-22,Cairo
1003,Samsung A52,Mobile,15000,17,2023-10-22,Alexandria
1004,Lenovo Legion 5,Laptop,30000,14,2023-10-22,Giza
1005,iPad Air,Tablet,18000,10,2023-10-22,Alexandria
1006,HP Pavilion,Laptop,22000,20,2023-10-22,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,20,2023-10-22,Cairo
1008,Microsoft Surface,Tablet,28000,27,2023-10-22,Alexandria
1001,iPhone 13,Mobile,25000,12,2023-10-29,Giza
1002,Dell XPS 15,Laptop,35000,27,2023-10-29,Alexandria
1003,Samsung A52,Mobile,15000,5,2023-10-29,Giza
1004,Lenovo Legion 5,Laptop,30000,7,2023-10-29,Cairo
1005,iPad Air,Tablet,18000,28,2023-10-29,Alexandria
